,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude
223665,20220141909,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Meibergdreef,amsterdam,POINT (125792.30460000038 478968.97989999875),POINT (4.95903222135098 52.297923773828046),4.95903222135098,52.297923773828046
223666,20220141913,2022,Letsel,2,fiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Revaleiland,amsterdam,POINT (120558.42410000041 489655.40630000085),POINT (4.881214961107904 52.39366352465862),4.881214961107904,52.39366352465862
223726,20230059465,2023,Letsel,2,personenauto,fiets,Onbekend,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Goereestraat,amsterdam,POINT (123909.32149999961 489624.6979999989),POINT (4.9304450598295215 52.39358760201511),4.9304450598295215,52.39358760201511
223766,20230049064,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Kamerlingh Onneslaan,amsterdam,POINT (123222.89409999922 484616.5214000009),POINT (4.92083438419197 52.34853818464339),4.92083438419197,52.34853818464339
223775,20230060000,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Frontaal,Rotonde,Binnen,Unknown,Niet brandend,ZOAB,Droog,Daglicht,Droog,J.F. Berghoefplantsoen,amsterdam,POINT (116420.19839999825 487476.1446999982),POINT (4.82067229351592 52.373802785737126),4.82067229351592,52.373802785737126
223811,20230058525,2023,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Bankwerkerij,amsterdam,POINT (122998.69299999997 488540.7259999998),POINT (4.917170552194572 52.383793291520625),4.917170552194572,52.383793291520625
223827,20230049171,2023,Letsel,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,Unknown,Brandend,Beton,Droog,Duisternis,Droog,De Boelelaan,amsterdam,POINT (118899.71299999952 483152.6180000007),POINT (4.857545578052516 52.33511463851531),4.857545578052516,52.33511463851531
223849,20230049207,2023,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (122552.73840000108 490343.7749999985),POINT (4.910446370774227 52.39997161066385),4.910446370774227,52.39997161066385
223877,20230058649,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Buikslotermeerplein,amsterdam,POINT (124311.79360000044 490131.0445000008),POINT (4.936311394494499 52.398160939073115),4.936311394494499,52.398160939073115
223888,20230066189,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Keizersgracht,amsterdam,POINT (120814.52400000021 487369.75499999896),POINT (4.885209851924682 52.37313778908886),4.885209851924682,52.37313778908886
223901,20230059415,2023,Letsel,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (123228.69610000029 491452.16519999877),POINT (4.920273167889629 52.40997255725345),4.920273167889629,52.40997255725345
223908,20230066406,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (120053.85029999912 492154),POINT (4.873542204978361 52.416087012361515),4.873542204978361,52.416087012361515
223953,20230049969,2023,Uitsluitend materiele schade,2,personenauto,fiets,Frontaal,Rechte weg,Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Wittenburgergracht,amsterdam,POINT (123070 487011.5),POINT (4.918363178190634 52.37005381514493),4.918363178190634,52.37005381514493
224012,20220210893,2022,Letsel,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Unknown,Klinkers,Unknown,Daglicht,Regen,Rembrandtplein,amsterdam,POINT (121593.68499999866 486548.5540000014),POINT (4.896732593085084 52.3658053614277),4.896732593085084,52.3658053614277
224046,20220211605,2022,Letsel,1,snorfiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Kinkerstraat,amsterdam,POINT (119240.3740000017 486445.756000001),POINT (4.862193545917004 52.364733313922116),4.862193545917004,52.364733313922116
224059,20220211620,2022,Letsel,2,motor,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,Hobbemakade,amsterdam,POINT (120876.45279999822 485429.69359999895),POINT (4.886316091505912 52.35570573022864),4.886316091505912,52.35570573022864
224126,20220210988,2022,Letsel,2,personenauto,fiets,Flank,Bocht,Binnen,15.0,Brandend,Klinkers,Droog,Duisternis,Droog,Sarphatistraat,amsterdam,POINT (122737.97700000182 486149.29399999976),POINT (4.913570840777726 52.3622854856006),4.913570840777726,52.3622854856006
224127,20220211653,2022,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Zeeburgerdijk,amsterdam,POINT (124960.79430000111 486576.79089999944),POINT (4.946164504988685 52.36625360493763),4.946164504988685,52.36625360493763
224165,20220211051,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Tasmanstraat,amsterdam,POINT (120760.12629999965 489348.9199000001),POINT (4.884209360998738 52.39092167756673),4.884209360998738,52.39092167756673
224168,20220211739,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Burg De Vlugtlaan,amsterdam,POINT (116849.30330000073 488238.9200000018),POINT (4.826886666312145 52.38068798481288),4.826886666312145,52.38068798481288
224207,20220212429,2022,Letsel,1,bromfiets,unknown,Eenzijdig,Unknown,Unknown,30.0,Unknown,Unknown,Unknown,Daglicht,Unknown,Javastraat,amsterdam,POINT (124327.20600000024 486302.7509999983),POINT (4.9368873440978085 52.363755695889736),4.9368873440978085,52.363755695889736
224208,20220212442,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Buiten,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Basisweg,amsterdam,POINT (117224.1537999995 489501.30779999867),POINT (4.8322498422880775 52.3920592310921),4.8322498422880775,52.3920592310921
224209,20220212462,2022,Letsel,2,bus,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Prins Hendrikkade,amsterdam,POINT (122231.19099999964 487416.90199999884),POINT (4.906007493957364 52.37364787829629),4.906007493957364,52.37364787829629
224343,20220210553,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Beton,Nat,Daglicht,Regen,OOSTOEVER NOORDZIJDE,amsterdam,POINT (117108.2137000002 487083.82840000093),POINT (4.830819345915313 52.370324861832586),4.830819345915313,52.370324861832586
224373,20220210563,2022,Uitsluitend materiele schade,3,bromfiets,e-bike,Onbekend,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Schemer,Droog,Slotermeerlaan,amsterdam,POINT (116265.1959999986 487503.80099999905),POINT (4.818393052628006 52.374040426129156),4.818393052628006,52.374040426129156
224476,20220212103,2022,Letsel,2,personenauto,fiets,Flank,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Schemer,Droog,Admiralengracht,amsterdam,POINT (118838.9459999986 487154.4063999988),POINT (4.856223931724463 52.371075855898106),4.856223931724463,52.371075855898106
224477,20220212107,2022,Letsel,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,30.0,Brandend,ZOAB,Sneeuw/ijzel,Duisternis,Droog,Wigbolt Ripperdastraat,amsterdam,POINT (115244.88100000098 488362.1079999991),POINT (4.803309154754991 52.3816812565573),4.803309154754991,52.3816812565573
224524,20220211462,2022,Letsel,2,bromfiets,overig vast object,Vast voorwerp,Rotonde,Binnen,30.0,Brandend,Klinkers,Nat,Duisternis,Droog,Hogeweg,amsterdam,POINT (124050.39620000124 485339.8104000017),POINT (4.932912141056257 52.355085878194636),4.932912141056257,52.355085878194636
224915,20230111882,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,"Kruispunt, 4 takken",Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Da Costakade,amsterdam,POINT (120034.79600000009 486767.12099999934),POINT (4.873823106486786 52.36767265788616),4.873823106486786,52.36767265788616
224924,20230111317,2023,Letsel,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Duivendrechtselaan,amsterdam,POINT (124556.94739999995 483484.76000000164),POINT (4.940515098563718 52.33844212185402),4.940515098563718,52.33844212185402
224935,20230111372,2023,Letsel,3,snorfiets,personenauto,Onbekend,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Hallstraat,amsterdam,POINT (119834.29940000176 488422.6436999999),POINT (4.87070616702237 52.3825384722541),4.87070616702237,52.3825384722541
225019,20230023115,2023,Uitsluitend materiele schade,2,motor,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,FIETSPAD,amsterdam,POINT (127870.48930000141 485878.1926999986),POINT (4.98894036528151 52.36012644205408),4.98894036528151,52.36012644205408
225020,20230024338,2023,Uitsluitend materiele schade,3,fiets,personenauto,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Stadionplein,amsterdam,POINT (118898.70499999821 484012.51000000164),POINT (4.857438587358473 52.34284268929078),4.857438587358473,52.34284268929078
225037,20230036745,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Jan Evertsenstraat,amsterdam,POINT (118579.58100000024 487087.79199999943),POINT (4.852422853542546 52.37046003573042),4.852422853542546,52.37046003573042
225064,20230020975,2023,Letsel,1,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Witte de Withstraat,amsterdam,POINT (119035.2899999991 486743.2270000018),POINT (4.859150873850679 52.36739337413274),4.859150873850679,52.36739337413274
225068,20230023190,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Amstel,amsterdam,POINT (121816.73900000006 486633.73800000176),POINT (4.899998952037527 52.36658445759862),4.899998952037527,52.36658445759862
225082,20230067244,2023,Uitsluitend materiele schade,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Govert Flinckstraat,amsterdam,POINT (120971.36899999902 485251.368999999),POINT (4.88772732159111 52.354108957448794),4.88772732159111,52.354108957448794
225118,20230023285,2023,Uitsluitend materiele schade,1,bromfiets,unknown,Voetganger,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Bos en Lommerweg,amsterdam,POINT (117896.21220000088 487958.9792999998),POINT (4.8422928126181155 52.37824384965774),4.8422928126181155,52.37824384965774
225136,20230078220,2023,Uitsluitend materiele schade,3,fiets,fiets,Onbekend,Rechte weg,Binnen,Unknown,Brandend,Overig asfalt,Nat,Duisternis,Regen,Vondelpark,amsterdam,POINT (119037.54800000042 485391.5460000001),POINT (4.859328569658893 52.35524559565476),4.859328569658893,52.35524559565476
225140,20230078543,2023,Letsel,2,bromfiets,lichtmast,Vast voorwerp,Rotonde,Binnen,50.0,Brandend,Klinkers,Nat,Duisternis,Regen,Distelweg,amsterdam,POINT (122601.4662999995 489335.07239999995),POINT (4.911259668086963 52.39090900871486),4.911259668086963,52.39090900871486
225272,20230036503,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Govert Flinckstraat,amsterdam,POINT (121793.74920000136 485535.1928999983),POINT (4.899769891763816 52.35671009371424),4.899769891763816,52.35671009371424
225282,20230077942,2023,Uitsluitend materiele schade,3,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Scheldestraat,amsterdam,POINT (121204.8590000011 484556.9990000017),POINT (4.891224136253611 52.34788283766145),4.891224136253611,52.34788283766145
225290,20230022914,2023,Uitsluitend materiele schade,1,bromfiets,unknown,Voetganger,Rechte weg,Binnen,50.0,Niet aanwezig,ZOAB,Droog,Daglicht,Droog,Prins Hendrikkade,amsterdam,POINT (121780.42799999937 487762.5859999992),POINT (4.8993542778875385 52.376727557957345),4.8993542778875385,52.376727557957345
225356,20230036615,2023,Letsel,2,bromfiets,trein/tram,Onbekend,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Zuiderzeeweg,amsterdam,POINT (126049.8024000004 487216.82840000093),POINT (4.962097927296892 52.37206433504461),4.962097927296892,52.37206433504461
225398,20230078120,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Buiten,50.0,Unknown,ZOAB,Droog,Daglicht,Droog,Basisweg,amsterdam,POINT (117019.3834999986 489502.9622000009),POINT (4.829241567484335 52.39205996655608),4.829241567484335,52.39205996655608
225462,20230087555,2023,Letsel,2,fiets,fiets,Frontaal,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Brettenpad,amsterdam,POINT (115709.07600000128 488889.3759999983),POINT (4.810064913498277 52.386453323808205),4.810064913498277,52.386453323808205
225519,20230096997,2023,Letsel,2,fiets,voetganger,Voetganger,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Andries Copierstraat,amsterdam,POINT (117491.1398999989 486727.28119999915),POINT (4.836481584992171 52.36714677749682),4.836481584992171,52.36714677749682
225603,20230097145,2023,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Brandend,Overig asfalt,Nat,Duisternis,Regen,Middenweg,amsterdam,POINT (124536.9849999994 484519.09600000083),POINT (4.940128599771751 52.34773700082473),4.940128599771751,52.34773700082473
225684,20230087358,2023,Letsel,2,e-bike,e-bike,Frontaal,Bocht,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Prinses Irenestraat,amsterdam,POINT (120538.3740000017 483821.66000000015),POINT (4.881518399177097 52.341232712901366),4.881518399177097,52.341232712901366
225685,20230087954,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Radarweg,amsterdam,POINT (117461.69240000099 489372.2164000012),POINT (4.835753733183972 52.39091536100288),4.835753733183972,52.39091536100288
225708,20230097348,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Maxwellstraat,amsterdam,POINT (123833.75780000165 484470.74340000004),POINT (4.929812817019019 52.34726300673897),4.929812817019019,52.34726300673897
225729,20230088064,2023,Uitsluitend materiele schade,2,fiets,bromfiets,Frontaal,Rechte weg,Binnen,30.0,Niet brandend,Unknown,Nat,Schemer,Droog,FIETSPAD,amsterdam,POINT (124648.30799999833 481151.17500000075),POINT (4.942065824690815 52.3174742599368),4.942065824690815,52.3174742599368
225800,20210078638,2021,Uitsluitend materiele schade,2,snorfiets,personenauto,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Jan Puntstraat,amsterdam,POINT (116947.50989999995 485518.0042999983),POINT (4.828636951017895 52.35624132467615),4.828636951017895,52.35624132467615
225831,20210075819,2021,Letsel,3,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Unknown,Brouwersgracht,amsterdam,POINT (121298.34800000116 488054.8729999997),POINT (4.892245568972146 52.3793250454262),4.892245568972146,52.3793250454262
225847,20210081691,2021,Letsel,3,snorfiets,motor,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,ZOAB,Droog,Daglicht,Droog,De Ruijterkade,amsterdam,POINT (122503.16930000111 487823.2963999994),POINT (4.909961954935388 52.377316430975746),4.909961954935388,52.377316430975746
225929,20210087282,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Weteringschans,amsterdam,POINT (120898.76940000057 486028.8104999997),POINT (4.886582915980709 52.36109156499025),4.886582915980709,52.36109156499025
226107,20210004192,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Jan van Galenstraat,amsterdam,POINT (118245.14699999988 487318.1240000017),POINT (4.847487192248901 52.37250780344898),4.847487192248901,52.37250780344898
226392,20210058767,2021,Letsel,2,snorfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,Droog,De Cuserstraat,amsterdam,POINT (119664.00160000101 481862.7038999982),POINT (4.868893984816506 52.32357139869964),4.868893984816506,52.32357139869964
226412,20210045957,2021,Letsel,2,bromfiets,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Piet Heinkade,amsterdam,POINT (123007.36300000176 487766.6229999997),POINT (4.917371604479668 52.376836698636424),4.917371604479668,52.376836698636424
226418,20210053173,2021,Uitsluitend materiele schade,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Brandend,Overig asfalt,Droog,Duisternis,Droog,Buitenveldertselaan,amsterdam,POINT (119681.56689999998 483132.06060000136),POINT (4.869018535734459 52.33498066975381),4.869018535734459,52.33498066975381
226422,20210057268,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Zeeburgerdijk,amsterdam,POINT (124503.4375 486565.48270000145),POINT (4.939450749687961 52.36612677100302),4.939450749687961,52.36612677100302
226425,20210059445,2021,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,Linnaeusstraat,amsterdam,POINT (123564.00239999965 485834.22940000147),POINT (4.925726650742188 52.359501782956656),4.925726650742188,52.359501782956656
226442,20210044099,2021,Letsel,2,bromfiets,personenauto,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,IJburglaan,amsterdam,POINT (126078.6464000009 487223.7269000001),POINT (4.9625208695604375 52.37212785412836),4.9625208695604375,52.37212785412836
226444,20210044107,2021,Uitsluitend materiele schade,3,personenauto,fiets,Los voorwerp,"Kruispunt, 4 takken",Binnen,30.0,Niet aanwezig,Beton,Droog,Daglicht,Droog,Clara Zetkinstraat,amsterdam,POINT (125869.41789999977 481820.6347000003),POINT (4.959916287388409 52.32355702287408),4.959916287388409,52.32355702287408
226468,20210061515,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Heemstedestraat,amsterdam,POINT (118180.26399999857 484991.0179999992),POINT (4.8467892713222716 52.35158915753174),4.8467892713222716,52.35158915753174
